FID_Baklaw,OBJECTID,PARCELKEY,PARCELNO,DISTRICT,VDC,WARDNO,GRIDS1,PARCELTY,Shape_Leng,Shape_Area,ParcelNote,PARCELLU,UID,FID_Landus,Area,Class,Zonetype,Remarks,ZoneNo,Maxm_Area
89,99,07000000099997316008607,999973,16,86,7.0,70000000.0,0,138.482788376,1200.29354976,,0,B89999973070000000,28,106104.198737,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,1198.15232943
90,100,07000000099997216008607,999972,16,86,7.0,70000000.0,0,148.328991596,1078.64997136,,0,B90999972070000000,804,19602.7412135,Residential Zone,Residential Zone,Residential,ZoneNo 2,867.043703336
91,101,07000000000010916008607,109,16,86,7.0,70000000.0,0,205.972177362,2642.70898988,,0,B91109070000000,804,19602.7412135,Residential Zone,Residential Zone,Residential,ZoneNo 2,2140.51061457
92,102,07000000000010816008607,108,16,86,7.0,70000000.0,0,168.272298686,1276.34167568,,0,B92108070000000,28,106104.198737,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,859.575944722
9,12,07000000000302816008607,3028,16,86,7.0,70000000.0,0,78.7703505774,220.540733058,,0,B93028070000000,376,84127.5698421,Commercial Zone,Commercial Zone,Commercial,ZoneNo 3,178.081483763
93,103,07000000000011016008607,110,16,86,7.0,70000000.0,0,302.724970177,5364.4132673,,0,B93110070000000,28,106104.198737,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,1503.15520331
94,104,07000000000011416008607,114,16,86,7.0,70000000.0,0,329.822707778,6654.0424891,,0,B94114070000000,801,18230.8726281,Residential Zone,Residential Zone,Residential,ZoneNo 2,5564.63762289
95,105,07000000099997116008607,999971,16,86,7.0,70000000.0,0,188.329122953,2171.44088505,,0,B95999971070000000,801,18230.8726281,Residential Zone,Residential Zone,Residential,ZoneNo 2,1682.20581444
96,107,07000000000005616008607,56,16,86,7.0,70000000.0,0,263.589617438,3340.42277509,,0,B9656070000000,204,12592.3335999,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,1418.01491745
97,108,07000000000005516008607,55,16,86,7.0,70000000.0,0,154.286716328,1279.56259881,,0,B9755070000000,1259,66623.5609448,Residential Zone,Residential Zone,Residential,ZoneNo 2,1277.28731472
98,109,07000000000005716008607,57,16,86,7.0,70000000.0,0,48.1030793658,98.9460249706,,0,B9857070000000,1259,66623.5609448,Residential Zone,Residential Zone,Residential,ZoneNo 2,98.7700390726
99,110,07000000000005816008607,58,16,86,7.0,70000000.0,0,79.5865470613,384.806498335,,0,B9958070000000,1259,66623.5609448,Residential Zone,Residential Zone,Residential,ZoneNo 2,384.122083039
